event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-11-08 09:11:19 UTC,view,12703206,2053013553559896355,"",cordiant,90.09,514481326,480307fa-5b2c-4f68-9297-fb67e6df9acd
2019-11-08 09:12:25 UTC,view,1801690,2053013554415534427,electronics.video.tv,samsung,381.74,567798717,80730189-26df-49b0-b622-e7c3d4d6dfcb
2019-11-08 09:15:16 UTC,view,28720701,2053013565639492569,apparel.shoes,respect,102.45,516475705,bf672c37-a1d4-46c4-b3b0-7560c836c6ff
2019-11-08 09:16:53 UTC,view,21411431,2053013561579406073,electronics.clocks,"",57.14,530526244,b6090636-b646-41ea-985a-fe95447ee3b3
2019-11-08 09:17:39 UTC,view,26300190,2053013563584283495,"",lucente,380.96,568620876,37b90669-6974-4208-a111-4daa054ccfc3
2019-11-08 09:18:31 UTC,cart,12718055,2053013553559896355,"",pirelli,172.98,514327263,eb49e8f0-1dae-4c26-bf90-0176e0029346
2019-11-08 09:18:55 UTC,view,1005186,2053013555631882655,electronics.smartphone,samsung,771.94,514965149,74879f50-b833-4ace-aad0-180a32cfd880
2019-11-08 09:23:07 UTC,view,1005103,2053013555631882655,electronics.smartphone,xiaomi,93.95,516094742,21377a1f-d15f-4fdb-9b9b-7bcc14d917de
2019-11-08 09:32:15 UTC,view,12703115,2053013553559896355,"",maxxis,101.68,520611325,5285e27d-5813-43ff-9589-c20598e85cc6
2019-11-08 09:38:17 UTC,view,1002544,2053013555631882655,electronics.smartphone,apple,494.22,568893237,ac47468b-a568-47ce-847f-411ad7fe7818
2019-11-08 09:40:03 UTC,view,11200532,2053013562946749253,appliances.personal.scales,scarlett,8.98,568891994,2729c0e9-f026-4bbe-8159-39e0e19eb3cd
2019-11-08 09:43:03 UTC,view,1003549,2053013555631882655,electronics.smartphone,samsung,411.59,566081991,930db265-b95c-4c36-ac07-85e5f1205111
2019-11-08 09:48:28 UTC,view,1004227,2053013555631882655,electronics.smartphone,apple,1000.80,566036988,785cec7e-5854-447e-b114-87fda9595015
2019-11-08 09:53:44 UTC,view,1004788,2053013555631882655,electronics.smartphone,xiaomi,140.00,525437217,6e4d71dd-09c8-44ba-b3c7-b9eb5a63200c
2019-11-08 09:55:07 UTC,view,12720624,2053013553559896355,"",nitto,76.96,523000223,ad7bf0d4-5295-4baa-80f4-dcfe07f80db7
2019-11-08 09:59:06 UTC,view,1002532,2053013555631882655,electronics.smartphone,apple,566.04,568890823,dbc62335-afce-47e3-8bf2-2fb7c7454049
2019-11-08 10:14:17 UTC,view,1003317,2053013555631882655,electronics.smartphone,apple,946.74,519491099,562a810e-9c8c-4430-bd03-00afe32edbd8
2019-11-08 10:18:19 UTC,view,1005098,2053013555631882655,electronics.smartphone,samsung,138.57,568906235,b028b7ac-b2f2-4010-87cd-a5ff9a68f379
2019-11-08 10:27:22 UTC,view,1005008,2053013555631882655,electronics.smartphone,xiaomi,93.87,515021517,f78e6773-b496-4415-b8df-0ee4f9158849
2019-11-08 10:28:24 UTC,view,1004833,2053013555631882655,electronics.smartphone,samsung,169.92,535236076,599fc467-20b6-4693-8275-e0bd19e330f4
2019-11-08 10:32:30 UTC,view,1801771,2053013554415534427,electronics.video.tv,changhong,166.54,524446928,6b71e298-8b88-4ff4-8b20-e6e445a365e4
2019-11-08 10:35:42 UTC,view,1480733,2053013561092866779,computers.desktop,pulser,718.14,568912906,d131dba2-4706-4f5f-8a6b-6589e6747ebd
2019-11-08 10:35:54 UTC,view,26300140,2053013563584283495,"",trollbeads,80.31,520362555,874d5040-798c-4b0d-9721-aa56c774e7f0
2019-11-08 10:37:47 UTC,view,1005186,2053013555631882655,electronics.smartphone,samsung,771.94,552102944,3021b7e5-96d2-4b6f-bf6a-a6c85d1d6b57
2019-11-08 10:41:25 UTC,view,4600551,2053013563944993659,appliances.kitchen.dishwasher,beko,312.62,518802877,b8be7f64-6ab7-4919-ba05-67ce1566d872
2019-11-08 10:44:19 UTC,view,1801906,2053013554415534427,electronics.video.tv,tcl,256.37,514529957,b6efe1ce-6c26-4475-ad1c-a796dfba5e8a
2019-11-08 10:46:12 UTC,view,4802205,2053013554658804075,electronics.audio.headphone,marshall,73.81,519068217,b24fa9a0-dcb4-407e-8491-57c812815399
2019-11-08 10:49:07 UTC,view,21404603,2053013561579406073,electronics.clocks,"",196.66,541066723,b86914b3-a77c-445c-9c8b-ebc155ee2fe2
2019-11-08 10:51:25 UTC,view,3601535,2053013563810775923,appliances.kitchen.washer,samsung,385.85,528070333,da9a60e2-a611-486a-8ec5-dc0396bc7898
2019-11-08 10:55:23 UTC,view,12705237,2053013553559896355,"",viatti,69.24,513739576,cb31d994-ad22-43f4-aa64-dece5cdc8c6c
2019-11-08 10:55:59 UTC,view,1005104,2053013555631882655,electronics.smartphone,apple,972.38,523523022,a80bebae-0b42-48dc-ad41-6d4c9f87784a
2019-11-08 10:56:01 UTC,cart,3601527,2053013563810775923,appliances.kitchen.washer,samsung,386.08,558860680,a042f3fa-a234-4165-bacf-c462cdf7d78c
2019-11-08 10:58:44 UTC,cart,1004781,2053013555631882655,electronics.smartphone,huawei,266.41,562122231,15cfa0e1-ba42-4578-8dc7-75cc67e9a6f5
2019-11-08 11:06:14 UTC,view,4600573,2053013563944993659,appliances.kitchen.dishwasher,whirlpool,334.37,522603152,d19ac07a-a65e-48a1-900f-8064e3a3294a
2019-11-08 11:07:43 UTC,view,48200453,2146660887002349890,apparel.dress,conceptclub,37.32,516222556,5cad6f3a-37b1-42d2-a8b2-889ddba48609
2019-11-08 11:10:50 UTC,view,21403564,2053013561579406073,electronics.clocks,orient,266.93,518658999,7f6eb86f-0d8f-44b2-a1ad-9880a782e21b
2019-11-08 11:14:11 UTC,view,1004659,2053013555631882655,electronics.smartphone,samsung,715.32,568806750,457b5271-7299-4058-8d63-c3ce0e22a14c
2019-11-08 11:23:08 UTC,view,26402329,2053013563651392361,"",efremov,177.35,547723576,303e976d-2d5b-4424-b151-61b9efe174b2
2019-11-08 11:23:12 UTC,view,17300832,2053013553853497655,"",lanvin,68.19,568928202,4448fcc2-87f4-4aaa-af85-85195f2b648e
2019-11-08 11:26:08 UTC,view,32403936,2053013566562238479,"","",26.00,568623379,490d8707-48b1-4078-b786-bcc494292852
2019-11-08 11:39:25 UTC,view,1005157,2053013555631882655,electronics.smartphone,xiaomi,283.15,568930127,6ec13c11-8363-4458-b8af-b0c7d2d463aa
2019-11-08 11:39:34 UTC,view,1005015,2053013555631882655,electronics.smartphone,samsung,514.26,568934744,c49c5949-1692-4416-bd39-0b3c6f7c33cd
2019-11-08 11:58:20 UTC,view,1004166,2053013555631882655,electronics.smartphone,xiaomi,153.49,524472206,c41ab265-2647-42ff-8d2f-54aa54977ec8
2019-11-08 12:09:04 UTC,view,5100271,2053013553341792533,electronics.clocks,wonlex,71.82,516055448,9a09b935-5300-42a3-8193-e3a73d685120
2019-11-08 12:16:11 UTC,view,16500007,2053013556462354899,"",omron,62.52,544293908,7493ee14-0d5d-419b-b7d8-e55822920d3d
2019-11-08 12:29:43 UTC,view,6700567,2053013554247762257,computers.components.videocards,palit,218.54,561813621,605da246-d913-4d89-b7b8-6ab1bb201c15
2019-11-08 12:30:05 UTC,view,1701267,2053013553031414015,computers.peripherals.monitor,samsung,401.92,568839642,b3ef2190-1673-4823-bc04-9b0f2952a86a
2019-11-08 12:34:59 UTC,view,4804056,2053013554658804075,electronics.audio.headphone,apple,159.91,563586656,4b324eb8-87b6-4a67-9cd4-ebfda06fd88a
2019-11-08 12:35:24 UTC,view,17800202,2053013559868129947,computers.desktop,zeta,45.48,513736497,4f14427e-8053-4115-ad98-a452d76bd773
2019-11-08 12:36:21 UTC,view,1005169,2053013555631882655,electronics.smartphone,samsung,208.67,555958400,78ec9f65-f029-4649-ad58-d66c4e6b22ea
2019-11-08 12:39:09 UTC,view,34700079,2061717937420501730,"",hubert,166.96,521174335,54d358dc-f3f9-43d0-a314-d3d7f5d381bd
2019-11-08 12:39:26 UTC,view,12703458,2053013553559896355,"",nokian,65.64,563165608,5a2e2f91-6374-4c28-b813-84965f196d50
2019-11-08 12:40:45 UTC,view,13900093,2053013557343158789,construction.components.faucet,decoroom,39.82,514227620,ec8f4ea1-422d-446e-91f3-0b134c6202ee
2019-11-08 12:45:18 UTC,view,26300078,2053013563584283495,"",lucente,316.10,568168322,c554863c-06e9-4778-970b-52808b329aa3
2019-11-08 12:45:24 UTC,view,5100876,2053013553341792533,electronics.clocks,samsung,386.08,531468761,1bdd37de-23c0-4861-8baa-1ce969b3b1d7
2019-11-08 12:45:34 UTC,view,1004426,2053013555631882655,electronics.smartphone,samsung,190.46,516429947,ff3731cf-8ad9-45ab-a023-fbf1f1c0263b
2019-11-08 12:51:46 UTC,view,18001565,2053013558525952589,"",samsung,7.70,546438999,a9e5ff2f-fcc7-4430-b69c-dc13c53a4623
2019-11-08 12:52:38 UTC,view,2701703,2053013563911439225,appliances.kitchen.refrigerators,bosch,494.60,525950386,e8e386f7-c87e-4672-bc1c-8ccc1b5fe515
2019-11-08 13:01:11 UTC,view,13100742,2053013553526341921,"",skad,177.10,528080950,efbf8139-b3a6-4436-ac81-ecac3a7c45d5
2019-11-08 13:01:26 UTC,view,1004785,2053013555631882655,electronics.smartphone,huawei,265.64,568961022,af713e69-15fe-483d-8783-29cb4f793ec6
2019-11-08 13:09:36 UTC,cart,17301313,2053013553853497655,"","",23.60,512812211,c0393561-c72b-408f-b129-7b9be4f6c043
2019-11-08 13:12:07 UTC,view,1004750,2053013555631882655,electronics.smartphone,samsung,194.89,526978770,39b9665d-4c21-4e3f-8c6c-4e6797822ac8
2019-11-08 13:18:52 UTC,view,3700779,2053013565983425517,appliances.environment.vacuum,xiaomi,297.30,512798610,d25c0ea6-b1e0-401d-8120-ff9018341824
2019-11-08 13:19:15 UTC,view,28712834,2053013565782098913,apparel.shoes,respect,79.02,568966149,1ff833f5-a8e2-4c3e-9587-ade84a84f78a
2019-11-08 13:23:59 UTC,view,1801555,2053013554415534427,electronics.video.tv,lg,475.69,561906438,573b013d-ff54-4b99-950c-9fe3ef031b9d
2019-11-08 13:25:51 UTC,view,51800148,2135658542386905834,"",fila,174.78,535085577,16b58b55-627c-49c4-863d-94245146ec47
2019-11-08 13:30:44 UTC,view,11500899,2053013554625249641,"",defender,18.67,562249096,772ae56e-2dcd-4838-b846-7231244b06b6
2019-11-08 13:31:40 UTC,view,14300051,2053013557544485393,"",medeli,761.92,566634797,809df195-43ef-4f99-be45-ec284624ce7b
2019-11-08 13:31:56 UTC,view,4802930,2053013554658804075,electronics.audio.headphone,elari,48.80,535728446,a7e23241-38a4-469c-a6d7-b309a46586d5
2019-11-08 13:32:16 UTC,view,27400033,2053013563391345499,"",philips,191.76,515323524,4c0fd175-9c5b-400b-a68b-7e7ee5a2f2df
2019-11-08 13:32:37 UTC,view,1005098,2053013555631882655,electronics.smartphone,samsung,138.57,568772495,3bd898a8-3d88-4be4-bc49-b617d43b6815
2019-11-08 13:34:56 UTC,view,28720831,2053013565782098913,apparel.shoes,"",94.98,564754231,3a86add4-7696-4c2f-9eac-60d6c109dfd0
2019-11-08 13:36:47 UTC,view,1005014,2053013555631882655,electronics.smartphone,samsung,497.20,513449550,5180dda2-10a2-4554-b508-b4c6e8f4371e
2019-11-08 13:40:56 UTC,view,4802036,2053013554658804075,electronics.audio.headphone,apple,180.13,526889003,e7c9af60-a838-4f4b-ac96-8ffd34d00f68
2019-11-08 13:43:02 UTC,view,54400001,2146551904958677622,"",appollo,36.04,552428120,1ff3cd8f-ee41-433c-be07-cec6908fc66f
2019-11-08 13:45:35 UTC,view,1801805,2053013554415534427,electronics.video.tv,artel,242.45,568975675,baa2d65d-3c55-4667-9f71-67ad1744452c
2019-11-08 13:45:56 UTC,view,1005115,2053013555631882655,electronics.smartphone,apple,915.08,521491473,85e98d2d-085e-4d76-baea-ce128e32f6fc
2019-11-08 13:46:27 UTC,view,12714715,2053013553559896355,"",tunga,66.56,544644507,71524468-6b3d-46a7-8823-5be9789e2f8b
2019-11-08 13:50:50 UTC,view,12709707,2053013553559896355,"",cordiant,32.69,568967470,0f193237-3caa-4244-94e9-d6c897f54985
2019-11-08 13:53:16 UTC,view,5700890,2053013553970938175,auto.accessories.player,kenwood,136.42,515581483,d950a78a-c978-4578-a302-de741bfc6ab7
2019-11-08 13:57:19 UTC,view,1004934,2053013555631882655,electronics.smartphone,vivo,231.64,562441396,2ebbc618-412d-49d0-9791-6a1ae8dd4940
2019-11-08 14:01:45 UTC,view,1480717,2053013561092866779,computers.desktop,lenovo,514.79,529018577,5e5c2fb9-63cf-4334-ab58-7cd21b3dab96
2019-11-08 14:08:40 UTC,view,10502879,2053013553199186187,"","",29.60,556986334,ba457b48-e42c-4697-995f-130a0c2eb4d3
2019-11-08 14:15:40 UTC,view,5701164,2053013553970938175,auto.accessories.player,"",270.28,519527258,e23523b9-eaf4-4c70-a58a-9f6e19b0e6d2
2019-11-08 14:18:02 UTC,view,1801766,2053013554415534427,electronics.video.tv,artel,155.71,540815748,f594b446-34fa-4628-8851-9460f00ee81e
2019-11-08 14:20:18 UTC,view,26204312,2053013563693335403,"","",105.79,553369004,099b9c37-50b6-4928-8d3f-65979d2cb5ae
2019-11-08 14:20:44 UTC,view,3601425,2053013563810775923,appliances.kitchen.washer,beko,233.12,543537161,ae9c9a0f-b244-4b5a-810c-04d76cb52364
2019-11-08 14:21:27 UTC,view,1005014,2053013555631882655,electronics.smartphone,samsung,497.20,514667288,a6833b94-8d16-4034-a9b5-ca0f41d93b8d
2019-11-08 14:27:35 UTC,view,2800628,2053013563835941749,appliances.kitchen.refrigerators,"",215.24,517700108,31803720-177b-4cc1-a6e9-774fdef4d6c8
2019-11-08 14:27:42 UTC,view,7006564,2053013560346280633,kids.carriage,bair,154.44,568975441,4a0d27ee-2862-48de-838d-c169e7ac620b
2019-11-08 14:37:35 UTC,view,10800128,2053013554994348409,"",gorenje,17.99,525041412,3c3a5511-92c2-4155-bd0f-e5d239ac5ab3
2019-11-08 14:37:36 UTC,view,17200559,2053013559792632471,furniture.living_room.sofa,"",591.78,556803420,b30f1918-018c-4484-9d17-08907be68e5c
2019-11-08 14:40:25 UTC,view,1002542,2053013555631882655,electronics.smartphone,apple,488.52,534752585,81bcf19e-5b56-44e2-ba35-6cb207d33375
2019-11-08 14:44:48 UTC,view,3601522,2053013563810775923,appliances.kitchen.washer,lg,295.24,540934481,21010c06-0823-45da-be55-a596fc0e5401
2019-11-08 15:09:54 UTC,view,10900328,2053013555069845885,appliances.kitchen.mixer,dauscher,12.84,568407822,8fe6218b-cf43-4fb6-aa42-089ef6dba0f9
2019-11-08 15:11:36 UTC,view,26200108,2053013563693335403,"","",167.31,553524461,e95968e2-3f9d-4c81-b0ce-84bd46f1a9b7
2019-11-08 15:12:36 UTC,view,21400814,2053013561579406073,electronics.clocks,casio,155.22,565339965,44df3d37-b5d1-41c1-91de-73c3cdb264f2
2019-11-08 15:13:05 UTC,view,1002544,2053013555631882655,electronics.smartphone,apple,494.22,554835459,57ef4be1-7565-4db2-a096-87e64af695c5
2019-11-08 15:26:28 UTC,view,1005100,2053013555631882655,electronics.smartphone,samsung,138.23,515090874,084e24ab-01fa-4ff9-9aee-1443486069ac
2019-11-08 15:28:28 UTC,purchase,1004766,2053013555631882655,electronics.smartphone,samsung,238.67,552456874,4e8bd232-8199-408f-9ef0-b5cc77a541c2
2019-11-08 15:29:58 UTC,view,28715705,2053013565069067197,apparel.shoes.keds,puma,94.98,519217384,291c653c-20f1-4292-a15b-debfc8c2f539
2019-11-08 15:35:59 UTC,view,34800607,2062461754293617058,"",carfashion,66.67,517290776,026f5291-88d2-4110-9932-44b9b108093a
2019-11-08 15:37:18 UTC,view,4804055,2053013554658804075,electronics.audio.headphone,apple,192.05,518536638,46571b9c-4bf5-49c5-a41c-e23cf74e0424
2019-11-08 15:40:10 UTC,view,26300090,2053013563584283495,"",lucente,294.47,547900592,3d27fd0c-af80-4888-aabf-c03023b6079d
2019-11-08 15:40:57 UTC,view,6400340,2053013554121933129,computers.components.cpu,amd,301.03,548660263,2a112b33-0bef-4c7d-87d0-d9ed767b8ccb
2019-11-08 15:41:02 UTC,view,12701400,2053013553559896355,"",yokohama,88.81,536190522,d7863079-6e2e-4711-ba2d-e31939b9d27e
2019-11-08 15:42:30 UTC,view,22700059,2053013556168753601,"",stanley,44.08,512598028,bb707139-433b-44a1-a6e6-cf44fbf7e005
2019-11-08 15:45:33 UTC,view,1004565,2053013555631882655,electronics.smartphone,huawei,166.01,519279284,4e3021dd-1cf2-4232-9712-b2018a06767e
2019-11-08 15:54:36 UTC,view,1004659,2053013555631882655,electronics.smartphone,samsung,715.32,561891461,dacfdc34-f3d8-4f02-b01a-b14f39371b25
2019-11-08 16:07:37 UTC,view,26300075,2053013563584283495,"",lucente,196.92,569031123,609896c4-20fd-49f0-b270-ded79d409448
2019-11-08 16:08:23 UTC,view,13300004,2053013557166998015,"",vegas,186.63,522731816,f40f42d6-0211-4d66-81dc-d4293ca6a9cf
2019-11-08 16:09:26 UTC,cart,15900580,2053013558190408249,"",rondell,11.86,520301606,5dac7ab5-13fd-4585-9d93-e6156f9fcae7
2019-11-08 16:10:14 UTC,view,26400678,2053013563651392361,"",lucente,287.78,514247245,8a39afa9-a6e9-4ff8-86f8-fa0810de0eb5
2019-11-08 16:11:10 UTC,view,1004788,2053013555631882655,electronics.smartphone,xiaomi,140.00,512433299,1c1b10de-1caa-4192-8889-2d14126537f6
2019-11-08 16:11:42 UTC,view,7004492,2053013560346280633,kids.carriage,belecoo,102.87,515501732,e5ec35e5-aadf-4442-8a51-f0a0d6e9be37
2019-11-08 16:12:00 UTC,view,1004768,2053013555631882655,electronics.smartphone,samsung,238.35,513464454,788c9ade-c9d5-41e5-b4ef-4b7e2eaee8ce
2019-11-08 16:17:30 UTC,view,15100265,2053013557024391671,"","",1029.63,512873780,cae2f29a-1b62-4367-855e-bee3b0933709
2019-11-08 16:21:02 UTC,view,12719681,2053013553559896355,"",habilead,29.34,518969650,aed22f61-b123-42b7-a173-b196c8498a8a
2019-11-08 16:23:55 UTC,view,1004433,2053013555631882655,electronics.smartphone,samsung,334.37,518299689,70bfc689-e369-4713-9220-d448823d5550
2019-11-08 16:24:16 UTC,view,1005256,2053013555631882655,electronics.smartphone,xiaomi,136.75,561927592,e6705396-37f3-443d-baed-b17be5f56912
2019-11-08 16:36:56 UTC,view,3000139,2053013555120177537,appliances.kitchen.steam_cooker,ibili,30.73,515521689,08975d4d-650a-4d72-b73e-d50716f4d397
2019-11-08 16:37:06 UTC,view,4300077,2053013552385491165,"",timberk,38.59,512452306,64a5aa64-993d-40e3-93f7-88661ed898e3
2019-11-08 16:38:21 UTC,view,27900040,2053013564741911467,"","",43.76,555132739,d97225bf-c3f2-4e68-bd75-c5b82d2fd8aa
2019-11-08 16:39:49 UTC,view,1005102,2053013555631882655,electronics.smartphone,xiaomi,429.51,553587076,4bbf7c01-44e9-437e-8fb6-0ce94ee71a11
2019-11-08 16:44:48 UTC,view,18700001,2053013555380224399,"","",1094.75,529006728,1d804635-f84f-474e-bd35-9b69599dd0d2
2019-11-08 16:45:47 UTC,cart,28717653,2053013565639492569,apparel.shoes,"",99.10,567791093,266b2ba3-78a4-45c1-88f8-631bb6563398
2019-11-08 16:46:37 UTC,view,4804056,2053013554658804075,electronics.audio.headphone,apple,159.91,516283119,32cb394f-8779-43c5-a969-1040249db9ee
2019-11-08 16:49:34 UTC,view,12400121,2053013556252639687,construction.tools.drill,alteco,44.69,569045466,27a145c2-5743-4856-9524-826b056fce9a
2019-11-08 16:54:46 UTC,view,1004875,2053013555631882655,electronics.smartphone,samsung,359.06,514543835,2cd49690-7503-456d-9999-a9851e32f493
2019-11-08 16:55:22 UTC,view,45500020,2109094148110811752,computers.notebook,trust,28.29,550308310,2d77c7ea-e3df-4c2b-8af2-da2cd398be0b
2019-11-08 16:57:05 UTC,view,25600118,2053013559675191951,"",brw,87.78,533548430,73a8aff1-a60a-4358-a92d-72457617a0dc
2019-11-15 19:56:03 UTC,view,6400365,2053013554121933129,computers.components.cpu,intel,129.62,531074651,16a497eb-8bb7-4d9f-bbba-ce65b38d9207
2019-11-15 19:56:23 UTC,view,1004839,2053013555631882655,electronics.smartphone,oppo,154.42,516262406,dc4a8779-6435-472f-b42d-021344fa9250
2019-11-15 19:56:33 UTC,view,1307067,2053013558920217191,computers.notebook,lenovo,251.25,530803419,4989abe5-9452-4c0e-bb63-a9fe328f822f
2019-11-15 19:59:37 UTC,view,1306609,2053013558920217191,computers.notebook,lenovo,720.71,519645968,836d7a70-6717-4d94-bb66-8935fe921ef5
2019-11-15 20:00:13 UTC,view,22200269,2053013558785999453,"",drjart,11.56,571927608,bea46b4f-654a-46d2-a4e7-b13468b75be4
2019-11-15 20:02:20 UTC,view,1002532,2053013555631882655,electronics.smartphone,apple,566.04,555236606,9ac95065-ba05-40df-93e3-6da7b8cd3426
2019-11-15 20:06:33 UTC,view,43900097,2127425440925614628,"",bosch,106.57,571818713,855b76ad-fb41-4035-a7a2-a48ea56d9ff0
2019-11-15 20:07:25 UTC,view,28718454,2053013565069067197,apparel.shoes.keds,strobbs,64.61,571990143,348b6594-7e42-42d4-bdff-9bd0faab61a3
2019-11-15 20:07:33 UTC,view,2402978,2053013563743667055,appliances.kitchen.hood,oasis,56.50,516261302,f920d590-4b23-43a5-afa2-b4ff996542d8
2019-11-15 20:08:32 UTC,view,38700043,2084962291626803333,"",karaja,24.45,552690959,d708e86f-adc7-4979-84f4-94e33aee64f0
2019-11-15 20:09:36 UTC,view,28718042,2053013565069067197,apparel.shoes.keds,millionaire,79.02,571986239,d2524a60-d16f-4451-8837-fdf2da32d911
2019-11-15 20:10:58 UTC,view,6800526,2053013554222596431,computers.components.hdd,seagate,43.63,560145190,5cc84072-9eb6-46af-b3eb-8e53e1a9afd4
2019-11-15 20:11:28 UTC,view,12709380,2053013553559896355,"",viatti,38.10,554779584,8a8621da-9c06-4c37-ba60-ab1759ba53bf
2019-11-15 20:12:37 UTC,view,1307341,2053013558920217191,computers.notebook,asus,617.75,544568973,2b33bb84-ade0-4ca4-ae65-341e691f5646
2019-11-15 20:12:50 UTC,view,26500683,2053013563550729061,"",dinastia,414.17,565141956,dd1acdc1-3315-43db-ad90-d4ba37aef3cb
2019-11-15 20:13:47 UTC,view,5100566,2053013553341792533,electronics.clocks,apple,453.76,513904437,358d1e99-16f8-4d46-aa13-8a2e46e1c9ce
2019-11-15 20:15:40 UTC,view,10900223,2053013555069845885,appliances.kitchen.mixer,electrolux,97.79,518292107,74029eb8-50b1-5207-ec79-eb32da56eaee
2019-11-15 20:16:59 UTC,view,2601553,2053013563970159485,"",gorenje,501.69,524799354,28fb6ae6-6183-4de8-b5da-84915766223b
2019-11-15 20:18:27 UTC,view,26400677,2053013563651392361,"",lucente,399.24,523421012,c0f39821-314a-4408-8cb6-7731580c5f8a
2019-11-15 20:18:55 UTC,view,11500837,2053013554625249641,"",acme,146.70,513132584,c5de0dc3-69fe-44a1-8491-0dc34d642e27
2019-11-15 20:19:08 UTC,view,17200726,2053013559792632471,furniture.living_room.sofa,rals,811.66,514594747,6fb90d6c-465c-4a2f-b706-ec27170d6e5d
2019-11-15 20:25:58 UTC,view,2700598,2053013563911439225,appliances.kitchen.refrigerators,indesit,314.71,571868507,6a253850-df68-4aff-97d5-edcebaa341e7
2019-11-15 20:28:31 UTC,view,1005139,2053013555631882655,electronics.smartphone,apple,2033.00,571994255,d60fddc0-cd7a-43ad-8a47-e7c10a16390b
2019-11-15 20:29:48 UTC,view,22200221,2053013558785999453,"",gracecole,31.97,512618733,85fc5678-1fae-479b-aa33-2ff6c09ac9a4
2019-11-15 20:35:23 UTC,view,1004856,2053013555631882655,electronics.smartphone,samsung,126.00,548418823,db3a695c-5ec4-40ec-8545-853e39db1cdb
